,Unnamed: 0,Text,Pronoun,Pronoun-offset,Answer,Answer-offset,Possible answers
1737,1737,"Judah quotes Abebe's account of the accident from the biography by his daughter, Tsige, that he tried ""to avoid a fast, oncoming car"" .",he,92,Tsige,92,"['Judah', 'Abebe', 'Tsige']"
1738,1738,"After Shorter received his gold medal, he shook Abebe's hand .",he,38,Shorter,38,"['Shorter', 'Abebe']"
1739,1739,"Sanchez stated before the start of the 2016 season that he wanted to be in the starting rotation, and had taken part in an intensive off-season workout program with teammate Marcus .",he,55,Sanchez,55,"['Sanchez', 'Marcus']"
1740,1740,"Sanchez carried a 9 1 record into the All-Star break, and on July 9, he was named to the 2016 All-Star Game as a replacement for Craig .",he,68,Sanchez,68,"['Sanchez', 'Craig']"
1741,1741,Mary's and then played in a semipro league where he caught the attention of Connie .,he,48,Mary,48,"['Mary', 'Connie']"
1742,1742,"Joss did not sign with Mack's team, but he attracted further major league interest after winning 19 games in 1900 for the Toledo Mud Hens .",he,39,Joss,39,"['Joss', 'Mack']"
1743,1743,"""After the season ended, Joss returned to Wisconsin where he led Racine to the 1901 Wisconsin baseball state championship against Rube's Kenosha squad .",he,57,Joss,57,"['Joss', 'Rube']"
1744,1744,Mud Hens owner Charles stated that he had signed Joss and other Mud Hens players for the 1902 season on August 12 and that the Western League was under the protection of the National League through September 1901 .,he,34,Charles,34,"['Charles', 'Joss']"
1745,1745,"Stroebel also filed a civil suit against the Bronchos, stating that his business had been interfered with, but Stroebel agreed to withdraw his charges in July when he accepted Bronchos pitcher Jack .",he,163,Stroebel,163,"['Stroebel', 'Stroebel', 'Jack']"
1746,1746,"Baseball author John wrote: ""Joss is remembered for a remarkably low career ERA, but he pitched in a time before earned runs were compiled as an official statistic, and his career ended in 1910, before the American League introduced its new baseball in 1911, leading to a nearly 25 percent increase in runs scored .",he,84,John,84,"['John', 'Joss']"
1747,1747,"Bemiller was drafted as an offensive lineman by the Buffalo Bills in 1961, when he immediately became their starting center, replacing Dan, although the latter was the All-AFL 2nd team center in the Bills' inaugural season of 1960 .",he,79,Bemiller,79,"['Bemiller', 'Dan']"
1748,1748,Agase remained as an assistant until Parseghian left to coach at Notre Dame in 1963 and he was named the new head coach .,he,87,Parseghian,87,"['Agase', 'Parseghian']"
1749,1749,"When Parseghian was offered the head coaching job at the University of Notre Dame at the end of 1963, he recommended Agase as his replacement .",he,101,Parseghian,101,"['Parseghian', 'Agase']"
1750,1750,"On December 5, 2012, the day after the 2012 Big Ten Championship Game, Badgers head coach Bret announced he would be leaving to take the Arkansas head coaching position and revealed to the media that Alvarez would be the interim coach for the Badgers in the 2013 Rose Bowl .",he,104,Bret,104,"['Bret', 'Alvarez']"
1751,1751,After Oosterbaan quit as football coach he was succeeded by Bump .,he,39,Oosterbaan,39,"['Oosterbaan', 'Bump']"
1752,1752,"However, in 2020, Carpenter claimed that Whitlock had left his assistants in the art department to create the matte paintings, apparently because he disliked Carpenter personally .",he,145,Whitlock,145,"['Carpenter', 'Whitlock', 'Carpenter']"
1753,1753,"On 29 July 2008, Montezemolo founded the Formula One Teams Association which he presided over from 2008 to 2010, eventually being replaced by McLaren CEO Martin .",he,76,Montezemolo,76,"['Montezemolo', 'Martin']"
1754,1754,"Shaffer originally auditioned for the role of Leanne, but she was later cast as Ruby .",she,57,Shaffer,57,"['Shaffer', 'Leanne', 'Ruby']"
1755,1755,"Too old to participate in the 2005 conclave to choose the successor of John II, he was nevertheless a vigorous opponent of Ratzinger's election .",he,79,John II,79,"['John II', 'Ratzinger']"
1756,1756,"In 1905 Sapieha was appointed a papal chamberlain, and sent to Rome where he was a consultant on matters concerning the Roman Catholic Church in Poland, in the annexed territories, the realization of an idea by Lviv Armenian Catholic Archbishop J to have a representative of the Roman Catholic Church in Poland at the Roman Curia .",he,73,Sapieha,73,['Sapieha']
1757,1757,Sapieha was not elevated to the cardinalate by Ratti after he became Pope in 1922 .,he,58,Ratti,58,"['Sapieha', 'Ratti', 'Pope']"
1758,1758,"After the death of Pius, he repeated his request to the new pope, PiusI on 19 June 1939 .",he,24,Pius,24,"['Pius', 'PiusI']"
1759,1759,"As Mussolini's hold on the Italian government grew stronger, he soon diverged with the Fascists over constitutional changes to the powers of the executive and to the election system , and to Fascist violence against the constitutional parties, culminating in the murder of Giacomo .",he,60,Mussolini,60,"['Mussolini', 'Giacomo']"
1760,1760,"During the government led by Ivanoe, De was appointed Minister without portfolio and, in Ferruccio's cabinet, he became Minister of Foreign Affairs .",he,109,De,109,"['Ivanoe', 'De', 'Ferruccio']"
1761,1761,Stickler added that Wojty a believed that the prophecy was fulfilled when he became a cardinal .,he,73,Stickler,73,"['Stickler', 'Wojty']"
1762,1762,"John II was criticised for his support of the Opus Dei prelature and the 2002 canonisation of its founder, Josemar , whom he called the saint of ordinary life .",he,121,Josemar,121,"['John II', 'Josemar']"
1763,1763,"After Emilia's death, his father, an intensely religious man who did most of the housework, brought up Karol so that he could study .",he,116,Karol,116,"['Emilia', 'Karol']"
1764,1764,"A few also repeatedly chanted ""Magnus"" or ""Great"", spontaneously declaring that he should be John the Great .",he,79,Magnus,79,"['Magnus', 'Great', 'John the Great']"
1765,1765,"Tolkien's own knowledge of the family history was limited to its 18th-century German origin, according to Derdzi ski in part because he was ""early isolated from the family of his prematurely deceased father . """,he,132,Tolkien,132,"['Tolkien', 'Derdzi']"
1766,1766,"Faith was the first wife of Christopher, whom she married on 2 April 1951 .",she,45,Christopher,45,"['Faith', 'Christopher']"
1767,1767,"Her first husband was Brian, a Rhodes from Winnipeg, to whom she was briefly married .",she,60,Brian,60,"['Brian', 'Rhodes']"
1768,1768,"Also some sources indicate that Edith's family disapproved of Tolkien originally, because he was a Catholic .",he,89,Tolkien,89,"['Edith', 'Tolkien']"
1769,1769,"The adventure takes Bilbo and his companions through the wilderness, to the elf haven of Rivendell, across the Misty Mountains where, escaping from goblins, he meets Gollum and acquires a magic ring .",he,156,Bilbo,156,"['Bilbo', 'Gollum']"
1770,1770,"On Gordon's departure from Leeds, he was succeeded by Bruce .",he,33,Gordon,33,"['Gordon', 'Bruce']"
1771,1771,"Thompson, the translator of Halld's classic novel Independent People, and Ida, whom he married in 1930 .",he,83,Ida,83,"['Thompson', 'Halld', 'Ida']"
1772,1772,"When Warrilow died in 1891, he named Frances as his sole executrix in his will .",he,27,Warrilow,27,"['Warrilow', 'Frances']"
1773,1773,"Edith first met Tolkien early in 1908, when he and his younger brother Hilary were moved into 37 Duchess Road by their guardian, Fr .",he,43,Tolkien,43,"['Edith', 'Tolkien', 'Hilary']"
1774,1774,"Soon after their wedding, Edith's husband commenced a course at the British Army signals school at Otley, and Edith moved to be as close to his military camp as possible, moving with her cousin Jennie to a cottage in the village of Great Haywood, where she lived from April 1916 to February 1917 .",she,252,Jennie,252,"['Edith', 'Edith', 'Jennie']"
1775,1775,"Hei's daughter was Hildr and she had the son Halfdan, who was the father of Ivar .",she,28,Hildr,28,"['Hei', 'Hildr', 'Halfdan', 'Ivar']"
1776,1776,"Carpenter's death in 2005 was the result of heart failure, compounded by the Parkinson's disease from which he had suffered for several years .",he,107,Parkinson,107,"['Carpenter', 'Parkinson']"
1777,1777,"In 2019, The Observer reported that Tolkien had said, in a tape-recorded conversation with Carrie, that he was sexually abused by at least one of his father's friends as a child .",he,103,Carrie,103,"['Tolkien', 'Carrie']"
1778,1778,"From 1978 80, Embree served as the counselor for cultural affairs at the American Embassy, New Delhi, and from 1994 95, he served as consultant to the American ambassador in India, Frank .",he,119,Embree,119,"['Embree', 'Frank']"
1779,1779,"In the introduction, al-Idrisi mentions two sources for geographical coordinates: Claudius and ""an astronomer"" that must be Ishaq; and states that he has cross-checked oral reports from different informers to see if geographical coordinates were consistent .",he,146,Claudius,146,"['al-Idrisi', 'Claudius', 'Ishaq']"
1780,1780,"Chinon's importance was shown by the fact that Richard seized Chinon first when he rebelled against his father in 1187, and then when John immediately rushed to Chinon after his brother's death .",he,79,Richard,79,"['Richard', 'John']"
1781,1781,"In 1142, Geoffrey was asked by Matilda for assistance but refused; he had become more interested in Normandy .",he,66,Geoffrey,66,"['Geoffrey', 'Matilda']"
1782,1782,"However, Geoffrey still didn't assist Matilda even as she was on the verge of defeat .",she,53,Matilda,53,"['Geoffrey', 'Matilda']"
1783,1783,"A coalition of Henry's enemies was formed by Louis: Stephen of England and his son Eustace of Boulogne ; Henry, Count , Robert of Dreux and Henry's brother, Geoffrey, who saw he wouldn't receive Anjou .",he,174,Geoffrey,174,"['Henry', 'Louis', 'Stephen', 'Eustace', 'Henry', 'Count', 'Robert', 'Dreux', 'Henry', 'Geoffrey', 'Anjou']"
1784,1784,"This relationship peaked when the Count appointed Henry guardian of his eldest son, Philip, who had been left as regent, so that he could undertake a pilgrimage to Jerusalem without concern in 1157 .",he,128,Philip,128,"['Count', 'Henry', 'Philip']"
1785,1785,Henry then supported Breton independence in 1161 when he secured the Archbishopric of Dol .,he,53,Henry,53,"['Henry', 'Breton']"
1786,1786,"In 1149, before Henry became powerful, he made an oath to David that the lands north of Newcastle should belong to the King of Scotland forever .",he,38,Henry,38,"['Henry', 'David']"
1787,1787,"Louis was in an awkward position: his subject, Henry, was largely more powerful than he was and Louis had no male heir .",he,84,Henry,84,"['Louis', 'Henry', 'Louis']"
1788,1788,"Constance, his second wife, died in childbirth in 1160 and Louis announced he would remarry at once, in the urgent need of a male heir, with Ad le of Champagne .",he,74,Louis,74,"['Constance', 'Louis']"
1789,1789,"In 1167, Henry marched into Auvergne, and in 1170 he also attacked Bourges .",he,49,Henry,49,"['Henry', 'Bourges']"
1790,1790,"At this point, John mentions in The Angevin Empire that he believes Louis ""must have wondered whether there was ever going to be an end to Henry's aggressively expansionist policies"" .",he,55,John,55,"['John', 'Louis', 'Henry']"
1791,1791,"Richard demanded Philip surrender the Vexin but then the issue was settled when Richard announced he would marry Alys, Philip's sister .",he,97,Richard,97,"['Richard', 'Philip', 'Richard', 'Alys', 'Philip']"
1792,1792,"King Richard left the Holy Land over a year later than Philip in October 1192, and possibly could have retrieved his empire intact had he reached France soon after .",he,134,Philip,134,"['Richard', 'Philip']"
1793,1793,"In January 1193, Richard's brother, John, was summoned to Paris, where he did homage to Philip for all of Richard's lands, and promised to marry Alys with Artois as her dowry .",he,70,John,70,"['Richard', 'John', 'Philip', 'Richard', 'Alys', 'Artois']"
